Тираж;Дата;Время;∑ чисел выпавших;∑ чисел не выпавших;μ число;⌓ Медиана;Повторения чисел;σ² Дисперсия;σ СКО;↑ Макс;↓ Мин;Четных;Нечетных;Кол-во простых;Кол-во составных;Кол-во низких;Кол-во высоких;Кол-во треугольных;Кол-во квадратных;Кол-во зеркальных
698;21.04.2026;15:01;75;1772;12,5;14,5;да;35,5833;5,9652;19;2;3;3;4;2;6;0;0;0;2
699;21.04.2026;18:01;77;1753;12,8333;14,5;да;39,4722;6,2827;20;2;5;1;2;4;6;0;0;0;2
700;21.04.2026;21:01;64;1766;10,6667;11;нет;36,8889;6,0736;19;1;2;4;2;3;6;0;2;3;3
701;22.04.2026;12:01;47;1783;7,8333;4,5;да;49,1389;7,0099;19;1;3;3;3;2;6;0;1;3;4
702;22.04.2026;15:01;59;1771;9,8333;10,5;да;34,4722;5,8713;17;1;3;3;1;4;6;0;1;4;3
703;22.04.2026;18:01;51;1787;8,5;8,5;да;5,9167;2,4324;12;4;5;1;0;6;6;0;1;2;4
704;22.04.2026;21:01;70;1760;11,6667;10,5;да;26,2222;5,1208;20;6;4;2;2;4;6;0;1;1;3
705;23.04.2026;12:01;68;1762;11,3333;11,5;да;23,8889;4,8876;17;2;4;2;3;3;6;0;1;1;2
706;23.04.2026;15:01;75;1769;12,5;14;да;28,5833;5,3463;20;5;5;1;1;5;6;0;1;1;2
707;23.04.2026;18:01;54;1776;9;10,5;нет;25;5;15;1;2;4;1;4;6;0;2;3;3
708;23.04.2026;21:01;89;1741;14,8333;16;да;23,1389;4,8103;20;5;3;3;2;4;6;0;1;0;1
709;24.04.2026;12:01;41;1790;6,8333;7;да;24,1389;4,9131;14;1;1;5;2;2;6;0;2;3;5
710;24.04.2026;15:01;79;1751;13,1667;12,5;нет;24,4722;4,9469;20;7;3;3;3;3;6;0;0;0;2
711;24.04.2026;18:01;67;1763;11,1667;9,5;да;40,4722;6,3618;20;3;3;3;3;3;6;0;2;0;4
712;24.04.2026;21:01;59;1771;9,8333;9,5;да;21,1389;4,5977;17;2;3;3;3;3;6;0;1;1;3
713;25.04.2026;12:01;67;1763;11,1667;11,5;да;35,1389;5,9278;19;2;3;3;4;2;6;0;2;0;2
714;25.04.2026;15:01;72;1758;12;13;да;41;6,4031;20;2;4;2;2;4;6;0;2;0;3
715;25.04.2026;18:01;60;1770;10;9,5;да;27,6667;5,2599;20;4;4;2;1;5;6;0;1;2;3
716;25.04.2026;21:01;38;1792;6,3333;5,5;да;24,2222;4,9216;16;1;4;2;2;3;6;0;2;2;5
717;26.04.2026;12:01;80;1750;13,3333;15;да;27,5556;5,2493;19;3;2;4;4;2;6;0;1;1;2
718;26.04.2026;15:01;66;1764;11;10,5;да;34;5,831;20;4;4;2;2;4;6;0;0;2;3
719;26.04.2026;18:01;61;1769;10,1667;8,5;да;28,8056;5,3671;20;4;5;1;0;6;6;0;1;2;4
720;26.04.2026;21:01;64;1766;10,6667;12;да;42,8889;6,549;19;1;2;4;1;4;6;0;2;4;3
721;27.04.2026;12:01;84;1765;14;15;да;32;5,6569;20;5;2;4;4;2;6;0;1;0;2
722;27.04.2026;15:01;48;1782;8;7;нет;27,6667;5,2599;17;1;4;2;1;4;6;0;2;2;4
723;27.04.2026;18:01;49;1781;8,1667;8;да;29,8056;5,4595;17;1;3;3;2;3;6;0;4;1;3
724;27.04.2026;21:01;77;1753;12,8333;14;да;28,4722;5,3359;19;2;3;3;3;3;6;0;1;1;1
725;28.04.2026;12:01;53;1777;8,8333;8;нет;29,8056;5,4595;17;1;3;3;2;3;6;0;3;1;3
726;28.04.2026;15:01;62;1768;10,3333;11,5;да;25,2222;5,0222;18;3;2;4;4;2;6;0;1;0;3
727;28.04.2026;18:01;70;1773;11,6667;12,5;да;20,5556;4,5338;19;4;2;4;3;3;6;0;0;2;2
728;28.04.2026;21:01;74;1756;12,3333;13,5;да;31,2222;5,5877;19;3;2;4;4;2;6;0;1;1;3
729;29.04.2026;12:01;49;1782;8,1667;8;да;38,1389;6,1757;16;1;1;5;2;2;6;0;3;3;4
730;29.04.2026;15:01;67;1776;11,1667;13;да;35,4722;5,9559;19;1;1;5;3;2;6;0;3;1;2
731;29.04.2026;18:01;51;1787;8,5;8;да;25,9167;5,0908;18;1;5;1;0;5;6;0;3;1;4
732;29.04.2026;21:01;46;1784;7,6667;8;да;29,5556;5,4365;14;1;4;2;2;3;6;0;1;2;3
733;30.04.2026;12:01;74;1764;12,3333;12;нет;16,8889;4,1096;18;8;4;2;0;6;6;0;1;2;3
734;30.04.2026;15:01;75;1773;12,5;15;да;34,9167;5,909;18;4;3;3;3;3;6;0;0;1;2
735;30.04.2026;18:01;67;1769;11,1667;10;да;36,8056;6,0668;19;4;5;1;1;5;6;0;2;1;3
736;30.04.2026;21:01;50;1796;8,3333;8;да;14,5556;3,8152;14;4;2;4;4;2;6;0;0;1;5
737;01.05.2026;12:01;51;1779;8,5;7,5;да;27,25;5,2202;17;1;1;5;4;1;6;0;1;1;4
738;01.05.2026;15:01;54;1776;9;10;да;12,3333;3,5119;13;3;2;4;3;3;6;0;2;1;4
739;01.05.2026;18:01;75;1774;12,5;12;да;29,9167;5,4696;19;5;1;5;3;3;6;0;1;1;3
740;01.05.2026;21:01;83;1767;13,8333;14;да;34,4722;5,8713;20;7;3;3;2;4;6;0;0;1;3
741;02.05.2026;12:01;52;1778;8,6667;7,5;да;21,5556;4,6428;17;3;2;4;4;2;6;0;1;0;4
742;02.05.2026;15:01;60;1770;10;9;да;33,3333;5,7735;19;1;2;4;2;3;6;0;3;1;3
743;02.05.2026;18:01;79;1751;13,1667;13;да;20,8056;4,5613;20;7;1;5;3;3;6;0;1;1;3
744;02.05.2026;21:01;75;1770;12,5;15;да;26,9167;5,1881;17;2;3;3;2;4;6;0;3;1;1
745;03.05.2026;12:01;78;1768;13;13,5;да;8;2,8284;16;9;4;2;0;6;6;0;2;3;1
746;03.05.2026;15:01;72;1758;12;12,5;да;34,6667;5,8878;20;3;2;4;3;3;6;0;3;0;2
747;03.05.2026;18:01;70;1760;11,6667;11,5;да;27,8889;5,281;20;3;2;4;2;4;6;0;3;1;2
748;03.05.2026;21:01;57;1773;9,5;10;да;28,9167;5,3774;18;2;3;3;3;3;6;0;0;2;4
749;04.05.2026;12:01;56;1774;9,3333;9,5;да;28,2222;5,3125;19;2;2;4;4;2;6;0;1;1;4
750;04.05.2026;15:01;73;1757;12,1667;13;да;28,8056;5,3671;19;4;1;5;4;2;6;0;1;1;3
751;04.05.2026;18:01;76;1754;12,6667;13,5;да;20,5556;4,5338;18;4;4;2;1;5;6;0;1;2;2
752;04.05.2026;21:01;54;1785;9;9;нет;29;5,3852;19;1;2;4;1;4;6;0;3;3;4
753;05.05.2026;12:01;87;1743;14,5;14,5;да;14,9167;3,8622;20;9;3;3;2;4;6;0;0;2;2
754;05.05.2026;15:01;60;1770;10;9,5;да;30;5,4772;18;1;2;4;1;4;6;0;3;2;3
755;05.05.2026;18:01;76;1754;12,6667;13;да;18,8889;4,3461;19;7;2;4;3;3;6;0;1;1;3
756;05.05.2026;21:01;80;1769;13,3333;15,5;да;32,8889;5,7349;19;5;2;4;3;3;6;0;2;1;2
757;06.05.2026;12:01;75;1775;12,5;13,5;нет;46,25;6,8007;20;1;3;3;2;3;6;0;1;1;2
758;06.05.2026;15:01;60;1770;10;7,5;да;44,3333;6,6583;20;2;4;2;3;3;6;0;0;0;4
759;06.05.2026;18:01;64;1766;10,6667;10;да;24,5556;4,9554;19;4;4;2;2;4;6;0;0;1;3
760;06.05.2026;21:01;46;1792;7,6667;8;да;12,2222;3,496;13;2;4;2;3;3;6;0;1;0;4
761;07.05.2026;12:01;58;1783;9,6667;9;нет;23,8889;4,8876;19;4;2;4;4;2;6;0;1;1;5
762;07.05.2026;15:01;59;1771;9,8333;10;нет;33,1389;5,7566;17;1;3;3;2;3;6;0;1;2;3
763;07.05.2026;18:01;83;1766;13,8333;16,5;нет;37,8056;6,1486;19;2;3;3;3;3;6;0;2;0;1
764;07.05.2026;21:01;65;1765;10,8333;11,5;да;50,4722;7,1044;20;2;3;3;4;2;6;0;1;1;3
765;08.05.2026;12:01;72;1772;12;14;да;25,6667;5,0662;16;1;4;2;0;5;6;0;2;2;1
766;08.05.2026;15:01;70;1776;11,6667;12,5;да;19,5556;4,4222;16;4;4;2;0;6;6;0;2;4;2
767;08.05.2026;18:01;50;1780;8,3333;10;нет;26,8889;5,1855;14;1;4;2;2;3;6;0;1;1;3
768;08.05.2026;21:01;62;1781;10,3333;10,5;да;32,5556;5,7058;20;3;2;4;4;2;6;0;1;0;3
769;09.05.2026;12:01;65;1765;10,8333;12;да;25,4722;5,047;17;1;1;5;3;2;6;0;1;2;3
770;09.05.2026;15:01;58;1772;9,6667;7,5;да;32,2222;5,6765;20;4;4;2;1;5;6;0;1;2;4
771;09.05.2026;18:01;68;1776;11,3333;12;да;24,5556;4,9554;19;4;4;2;2;4;6;0;1;1;2
772;09.05.2026;21:01;64;1766;10,6667;10,5;да;25,5556;5,0553;19;3;2;4;4;2;6;0;2;0;3
773;10.05.2026;12:01;60;1770;10;9;да;27,6667;5,2599;19;3;4;2;2;4;6;0;3;0;3
774;10.05.2026;15:01;69;1761;11,5;10;да;22,25;4,717;20;6;3;3;1;5;6;0;2;1;4
775;10.05.2026;18:01;70;1775;11,6667;13,5;да;27,8889;5,281;17;1;2;4;1;4;6;0;4;1;1
776;10.05.2026;21:01;62;1768;10,3333;9;да;27,8889;5,281;19;4;2;4;3;3;6;0;2;1;4
777;11.05.2026;12:01;53;1777;8,8333;10;да;17,1389;4,1399;14;2;3;3;3;3;6;0;0;1;4
778;11.05.2026;15:01;73;1757;12,1667;12,5;да;21,8056;4,6696;19;6;3;3;3;3;6;0;1;1;3
779;11.05.2026;18:01;78;1771;13;11,5;да;20,3333;4,5092;19;7;2;4;4;2;6;0;1;0;2
780;11.05.2026;21:01;53;1780;8,8333;7;да;35,1389;5,9278;17;3;3;3;3;3;6;0;3;2;3
781;12.05.2026;12:01;58;1784;9,6667;10,5;да;36,8889;6,0736;20;2;4;2;2;4;6;0;1;1;3
782;12.05.2026;15:01;62;1768;10,3333;10;да;35,8889;5,9907;20;2;2;4;3;3;6;0;1;1;4
783;12.05.2026;18:01;61;1769;10,1667;8,5;да;43,1389;6,568;19;3;3;3;3;3;6;0;1;1;3
784;12.05.2026;21:01;51;1779;8,5;8,5;нет;17,9167;4,2328;15;1;1;5;2;3;6;0;2;2;5
785;13.05.2026;12:01;105;1744;17,5;18,5;да;4,9167;2,2174;20;14;3;3;2;4;6;0;1;0;0
786;13.05.2026;15:01;76;1754;12,6667;13,5;да;20,2222;4,4969;18;5;2;4;3;3;6;0;0;1;2
787;13.05.2026;18:01;59;1775;9,8333;8,5;нет;32,4722;5,6984;19;4;3;3;2;4;6;0;2;2;4
788;13.05.2026;21:01;56;1774;9,3333;8;да;31,8889;5,647;20;2;4;2;2;4;6;0;1;1;4
789;14.05.2026;12:01;60;1770;10;9,5;да;25,3333;5,0332;17;2;2;4;4;2;6;0;1;0;4
790;14.05.2026;15:01;58;1776;9,6667;8;да;30,2222;5,4975;18;4;4;2;1;5;6;0;0;4;4
791;14.05.2026;18:01;70;1760;11,6667;12,5;нет;26,2222;5,1208;19;2;4;2;3;3;6;0;1;0;1
792;14.05.2026;21:01;65;1765;10,8333;11;да;26,8056;5,1774;18;4;5;1;1;5;6;0;1;2;2
793;15.05.2026;12:01;72;1758;12;12;да;39;6,245;20;2;4;2;1;5;6;0;1;1;3
794;15.05.2026;15:01;66;1769;11;10,5;да;32,3333;5,6862;20;5;2;4;3;3;6;0;1;0;3
795;15.05.2026;18:01;35;1795;5,8333;6;да;10,1389;3,1842;10;1;1;5;3;2;6;0;3;2;5
796;15.05.2026;21:01;71;1759;11,8333;13,5;да;53,8056;7,3352;20;2;3;3;4;2;6;0;2;0;2
797;16.05.2026;12:01;72;1769;12;11,5;да;14,6667;3,8297;19;6;2;4;4;2;6;0;1;0;3
798;16.05.2026;15:01;52;1781;8,6667;5,5;нет;42,8889;6,549;20;3;2;4;3;3;6;0;3;1;4
799;16.05.2026;18:01;68;1762;11,3333;12;да;22,2222;4,714;18;4;2;4;3;3;6;0;1;1;3
800;16.05.2026;21:01;59;1771;9,8333;9,5;нет;21,8056;4,6696;17;3;3;3;2;4;6;0;3;1;3
801;17.05.2026;12:01;79;1751;13,1667;13,5;да;13,8056;3,7156;18;8;3;3;2;4;6;0;0;1;2
802;17.05.2026;15:01;65;1778;10,8333;12;да;24,1389;4,9131;17;1;1;5;4;1;6;0;2;1;2
803;17.05.2026;18:01;54;1783;9;7;да;22,3333;4,7258;19;5;2;4;4;2;6;0;2;0;4
804;17.05.2026;21:01;57;1791;9,5;8;да;44,9167;6,702;18;1;3;3;2;3;6;0;1;2;4
805;18.05.2026;12:01;64;1766;10,6667;10,5;да;35,5556;5,9629;20;1;2;4;2;3;6;0;3;1;3
806;18.05.2026;15:01;25;1808;4,1667;2;да;18,4722;4,2979;13;1;3;3;3;1;6;0;3;2;5
807;18.05.2026;18:01;86;1744;14,3333;17;да;42,2222;6,4979;20;1;4;2;1;4;6;0;1;2;1
808;18.05.2026;21:01;44;1786;7,3333;5,5;да;28,8889;5,3748;15;1;2;4;2;3;6;0;3;2;4
809;19.05.2026;12:01;51;1779;8,5;8,5;да;36,9167;6,0759;18;1;3;3;3;2;6;0;2;1;4
810;19.05.2026;15:01;56;1787;9,3333;11,5;да;25,5556;5,0553;15;2;2;4;4;2;6;0;3;0;2
811;19.05.2026;18:01;66;1764;11;13;да;40;6,3246;18;2;4;2;3;3;6;0;1;0;2
812;19.05.2026;21:01;55;1775;9,1667;9,5;да;17,1389;4,1399;15;2;3;3;3;3;6;0;1;0;4
813;20.05.2026;12:01;77;1753;12,8333;15;нет;34,1389;5,8429;20;4;5;1;1;5;6;0;1;2;2
814;20.05.2026;15:01;60;1770;10;9,5;да;29,6667;5,4467;20;2;4;2;2;4;6;0;1;1;3
815;20.05.2026;18:01;62;1773;10,3333;7,5;да;41,5556;6,4464;20;4;4;2;2;4;6;0;1;1;3
816;20.05.2026;21:01;41;1790;6,8333;6;да;29,8056;5,4595;16;1;3;3;1;3;6;0;2;4;5
817;21.05.2026;12:01;88;1742;14,6667;16;нет;23,5556;4,8534;20;5;2;4;3;3;6;0;1;0;1
818;21.05.2026;15:01;61;1773;10,1667;9,5;да;43,1389;6,568;18;3;3;3;2;4;6;0;2;2;3
819;21.05.2026;18:01;59;1786;9,8333;11,5;да;26,8056;5,1774;15;1;1;5;2;3;6;0;3;1;3
820;21.05.2026;21:01;62;1768;10,3333;9;нет;24,2222;4,9216;19;4;4;2;2;4;6;0;1;1;3
821;22.05.2026;12:01;64;1777;10,6667;11;да;14,8889;3,8586;17;4;2;4;3;3;6;0;0;2;4
822;22.05.2026;15:01;79;1751;13,1667;12;да;17,1389;4,1399;20;8;3;3;3;3;6;0;1;0;2
823;22.05.2026;18:01;53;1777;8,8333;11;да;29,1389;5,398;15;1;3;3;2;3;6;0;3;1;2
824;22.05.2026;21:01;63;1771;10,5;8,5;да;51,5833;7,1822;20;3;3;3;3;3;6;0;1;2;3
825;23.05.2026;12:01;74;1756;12,3333;12,5;да;17,2222;4,15;19;6;2;4;2;4;6;0;2;1;2
826;23.05.2026;15:01;48;1798;8;8;да;38;6,1644;15;1;2;4;0;4;6;0;4;3;3
827;23.05.2026;18:01;69;1761;11,5;12,5;да;30,9167;5,5603;18;4;3;3;2;4;6;0;2;1;2
828;23.05.2026;21:01;69;1761;11,5;11,5;нет;34,5833;5,8808;20;2;5;1;1;5;6;0;0;2;3
829;24.05.2026;12:01;57;1773;9,5;9,5;нет;16,25;4,0311;15;4;3;3;2;4;6;0;2;1;3
830;24.05.2026;15:01;71;1759;11,8333;14;да;45,8056;6,768;19;2;3;3;4;2;6;0;0;1;3
831;24.05.2026;18:01;90;1757;15;17;да;35,3333;5,9442;20;2;4;2;3;3;6;0;0;1;1
832;24.05.2026;21:01;54;1776;9;9;да;43,6667;6,6081;18;1;2;4;3;2;6;0;2;1;3
833;25.05.2026;12:01;67;1763;11,1667;9,5;да;41,1389;6,414;20;2;3;3;3;3;6;0;1;1;3
834;25.05.2026;15:01;84;1762;14;16;да;25;5;20;5;4;2;2;4;6;0;1;2;1
835;25.05.2026;18:01;100;1730;16,6667;16,5;да;3,8889;1,972;20;14;4;2;1;5;6;0;1;1;0
836;25.05.2026;21:01;62;1768;10,3333;12;да;25,8889;5,0881;16;3;2;4;3;3;6;0;2;2;3
837;26.05.2026;12:01;64;1766;10,6667;10;да;34,8889;5,9067;19;2;2;4;4;2;6;0;1;1;4
838;26.05.2026;15:01;64;1766;10,6667;10;да;44,8889;6,6999;20;2;6;0;1;5;6;0;0;1;3
839;26.05.2026;18:01;30;1801;5;3;да;22;4,6904;14;1;4;2;1;3;6;0;2;3;5
840;26.05.2026;21:01;57;1773;9,5;7,5;да;36,25;6,0208;18;2;3;3;3;3;6;0;1;1;4
841;27.05.2026;12:01;47;1783;7,8333;6,5;да;23,1389;4,8103;18;3;3;3;3;3;6;0;2;0;5
842;27.05.2026;15:01;63;1767;10,5;10,5;да;24,9167;4,9917;17;4;3;3;2;4;6;0;0;3;3
843;27.05.2026;18:01;52;1778;8,6667;8,5;да;7,5556;2,7487;13;5;2;4;3;3;6;0;1;1;5
844;27.05.2026;21:01;56;1774;9,3333;8;да;35,5556;5,9629;18;2;6;0;1;5;6;0;2;2;3
845;28.05.2026;12:01;69;1761;11,5;11,5;да;24,5833;4,9582;20;4;5;1;1;5;6;0;0;1;3
846;28.05.2026;15:01;70;1760;11,6667;11,5;да;20,5556;4,5338;19;5;2;4;3;3;6;0;1;0;3
847;28.05.2026;18:01;55;1792;9,1667;8,5;да;9,1389;3,0231;15;6;3;3;2;4;6;0;4;0;3
848;28.05.2026;21:01;47;1785;7,8333;6,5;да;30,4722;5,5202;17;2;3;3;5;1;6;0;1;0;4
849;29.05.2026;12:01;78;1771;13;12;да;21,3333;4,6188;19;7;0;6;5;1;6;0;0;1;3
850;29.05.2026;15:01;44;1786;7,3333;6;да;32,2222;5,6765;19;1;2;4;3;2;6;0;1;2;5
851;29.05.2026;18:01;40;1790;6,6667;5,5;да;17,2222;4,15;14;2;4;2;3;3;6;0;3;0;4
852;29.05.2026;21:01;55;1775;9,1667;8;да;41,4722;6,4399;18;1;1;5;3;2;6;0;2;2;4
853;30.05.2026;12:01;48;1782;8;5,5;да;46,3333;6,8069;20;1;4;2;2;3;6;0;2;1;4
854;30.05.2026;15:01;65;1778;10,8333;13;да;34,1389;5,8429;17;1;1;5;4;1;6;0;1;2;2
855;30.05.2026;18:01;64;1766;10,6667;9,5;нет;31,8889;5,647;20;2;4;2;1;5;6;0;2;1;3
856;30.05.2026;21:01;73;1757;12,1667;11,5;да;31,1389;5,5802;20;5;3;3;2;4;6;0;0;1;3
857;31.05.2026;12:01;63;1767;10,5;10,5;да;44,25;6,6521;20;1;3;3;2;3;6;0;2;2;3
858;31.05.2026;15:01;46;1784;7,6667;8,5;да;7,8889;2,8087;11;3;2;4;3;3;6;0;2;1;5
859;31.05.2026;18:01;71;1759;11,8333;12;да;37,1389;6,0942;19;1;3;3;1;4;6;0;2;2;2
860;31.05.2026;21:01;51;1779;8,5;7;нет;32,25;5,6789;17;2;3;3;3;3;6;0;3;0;4
861;01.06.2026;12:01;80;1750;13,3333;14,5;да;24,5556;4,9554;20;6;4;2;2;4;6;0;1;1;2
862;01.06.2026;13:01;71;1774;11,8333;13;да;15,4722;3,9335;16;5;1;5;2;4;6;0;2;2;3
863;01.06.2026;14:01;91;1739;15,1667;17,5;нет;29,8056;5,4595;20;4;3;3;3;3;6;0;0;1;1
864;01.06.2026;15:01;46;1785;7,6667;6,5;да;44,5556;6,675;18;1;2;4;3;1;6;0;2;2;4
865;01.06.2026;16:01;52;1778;8,6667;10;да;29,5556;5,4365;15;1;2;4;2;3;6;0;2;2;4
866;01.06.2026;17:01;80;1750;13,3333;15,5;да;29,5556;5,4365;20;5;2;4;3;3;6;0;1;1;2
867;01.06.2026;18:01;79;1751;13,1667;13,5;да;35,8056;5,9838;20;5;3;3;2;4;6;0;0;1;3
868;01.06.2026;19:01;73;1757;12,1667;12;да;8,4722;2,9107;17;8;3;3;3;3;6;0;1;0;2
869;01.06.2026;20:01;69;1761;11,5;11;да;17,9167;4,2328;19;6;5;1;1;5;6;0;2;0;2
870;01.06.2026;21:01;71;1759;11,8333;13,5;да;33,1389;5,7566;19;2;3;3;3;3;6;0;1;1;2
871;02.06.2026;12:01;73;1757;12,1667;14;да;51,4722;7,1744;20;1;1;5;4;1;6;0;1;1;3
872;02.06.2026;13:01;50;1780;8,3333;7;да;30,8889;5,5578;17;1;4;2;1;4;6;0;2;2;4
873;02.06.2026;14:01;74;1768;12,3333;12;да;28,8889;5,3748;20;3;4;2;2;4;6;0;2;0;1
874;02.06.2026;15:01;58;1772;9,6667;9,5;нет;30,2222;5,4975;18;1;4;2;1;4;6;0;2;1;4
875;02.06.2026;16:01;71;1759;11,8333;13;да;26,4722;5,1451;19;3;3;3;2;4;6;0;2;0;2
876;02.06.2026;17:01;73;1774;12,1667;13,5;да;36,4722;6,0392;19;2;3;3;4;2;6;0;1;0;2
877;02.06.2026;18:01;45;1785;7,5;6,5;да;20,9167;4,5735;17;3;3;3;3;3;6;0;2;1;5
878;02.06.2026;19:01;64;1766;10,6667;10;да;23,5556;4,8534;17;5;2;4;4;2;6;0;1;1;3
879;02.06.2026;20:01;86;1762;14,3333;16,5;да;24,5556;4,9554;19;5;2;4;3;3;6;0;1;0;2
880;02.06.2026;21:01;76;1754;12,6667;12,5;да;14,2222;3,7712;19;8;2;4;2;4;6;0;1;1;3
881;03.06.2026;12:01;65;1765;10,8333;11;да;46,4722;6,8171;20;2;3;3;3;3;6;0;1;1;3
882;03.06.2026;13:01;62;1768;10,3333;9,5;да;16,2222;4,0277;18;6;4;2;2;4;6;0;1;0;4
883;03.06.2026;14:01;62;1768;10,3333;12;нет;37,8889;6,1554;17;1;2;4;1;4;6;0;2;4;3
884;03.06.2026;15:01;52;1792;8,6667;8;да;9,2222;3,0368;15;6;4;2;0;6;6;0;3;1;5
885;03.06.2026;16:01;62;1768;10,3333;12;да;22,5556;4,7493;15;1;2;4;2;3;6;0;2;1;3
886;03.06.2026;17:01;58;1772;9,6667;8;да;40,8889;6,3944;19;1;0;6;4;1;6;0;1;2;4
887;03.06.2026;18:01;51;1779;8,5;5,5;да;53,5833;7,3201;19;1;3;3;3;2;6;0;1;2;4
888;03.06.2026;19:01;59;1771;9,8333;11,5;да;27,1389;5,2095;17;2;3;3;4;2;6;0;0;1;3
889;03.06.2026;20:01;62;1768;10,3333;11,5;да;25,2222;5,0222;18;3;2;4;4;2;6;0;1;0;3
890;03.06.2026;21:01;49;1781;8,1667;5,5;да;48,4722;6,9622;18;1;3;3;3;2;6;0;2;1;4
891;04.06.2026;12:01;63;1782;10,5;11,5;да;22,5833;4,7522;15;1;1;5;1;4;6;0;3;2;3
892;04.06.2026;13:01;47;1796;7,8333;8;да;5,1389;2,2669;11;5;3;3;3;3;6;0;1;0;5
893;04.06.2026;14:01;55;1775;9,1667;7,5;да;24,4722;4,9469;18;4;3;3;2;4;6;0;1;2;4
894;04.06.2026;15:01;52;1778;8,6667;7,5;да;21,5556;4,6428;17;3;2;4;4;2;6;0;1;0;4
895;04.06.2026;16:01;76;1754;12,6667;13,5;да;27,5556;5,2493;20;5;2;4;4;2;6;0;0;0;2
896;04.06.2026;17:01;53;1777;8,8333;8;да;24,8056;4,9805;16;2;5;1;2;4;6;0;2;1;3
897;04.06.2026;18:01;58;1782;9,6667;10;да;19,5556;4,4222;17;3;4;2;2;4;6;0;4;0;2
898;04.06.2026;19:01;54;1787;9;10,5;да;8,6667;2,9439;12;4;4;2;2;4;6;0;2;1;4
899;04.06.2026;20:01;58;1781;9,6667;9,5;да;22,5556;4,7493;17;1;2;4;1;4;6;0;2;3;3
900;04.06.2026;21:01;44;1786;7,3333;8;да;21,5556;4,6428;14;1;2;4;3;2;6;0;1;2;5
901;05.06.2026;12:01;48;1782;8;6,5;да;31;5,5678;18;2;4;2;3;3;6;0;1;0;4
902;05.06.2026;13:01;69;1787;11,5;8,5;нет;37,9167;6,1577;20;6;5;1;1;5;6;0;3;0;3
903;05.06.2026;14:01;44;1798;7,3333;6,5;нет;13,2222;3,6362;12;3;4;2;2;4;6;0;1;1;4
904;05.06.2026;15:01;60;1770;10;9,5;да;24,3333;4,9329;18;4;4;2;2;4;6;0;0;1;4
905;05.06.2026;16:01;58;1772;9,6667;9;да;33,8889;5,8214;17;3;2;4;4;2;6;0;1;2;3
906;05.06.2026;17:01;70;1760;11,6667;13,5;да;50,2222;7,0868;20;1;4;2;1;4;6;0;1;3;3
907;05.06.2026;18:01;64;1766;10,6667;10,5;да;21,8889;4,6786;18;3;4;2;2;4;6;0;2;0;3
908;05.06.2026;19:01;37;1793;6,1667;3,5;да;31,8056;5,6396;17;1;3;3;3;2;6;0;3;2;4
909;05.06.2026;20:01;56;1774;9,3333;9;да;12,5556;3,5434;15;4;4;2;1;5;6;0;2;1;3
910;05.06.2026;21:01;61;1769;10,1667;9,5;да;30,8056;5,5503;18;2;5;1;2;4;6;0;1;1;4
911;06.06.2026;12:01;63;1792;10,5;10;да;12,9167;3,594;15;5;3;3;1;5;6;0;4;0;2
912;06.06.2026;13:01;72;1767;12;11,5;нет;31,3333;5,5976;19;3;2;4;2;4;6;0;1;2;3
913;06.06.2026;14:01;40;1799;6,6667;7,5;да;11,5556;3,3994;11;1;2;4;1;4;6;0;2;4;6
914;06.06.2026;15:01;48;1782;8;7,5;да;27,3333;5,2281;15;1;2;4;1;4;6;0;4;2;4
915;06.06.2026;16:01;53;1791;8,8333;9,5;да;22,4722;4,7405;14;1;3;3;2;3;6;0;1;1;4
916;06.06.2026;17:01;58;1772;9,6667;7,5;да;44,5556;6,675;20;1;2;4;3;2;6;0;1;1;4
917;06.06.2026;18:01;52;1778;8,6667;6,5;да;22,2222;4,714;17;4;2;4;4;2;6;0;1;1;4
918;06.06.2026;19:01;108;1759;18;17,5;да;2,3333;1,5275;20;16;4;2;2;4;6;0;0;1;0
919;06.06.2026;20:01;62;1768;10,3333;8,5;да;43,5556;6,5997;20;2;4;2;3;3;6;0;1;0;3
920;06.06.2026;21:01;65;1765;10,8333;9,5;да;27,8056;5,2731;19;5;3;3;3;3;6;0;1;1;3
921;07.06.2026;12:01;59;1771;9,8333;9;да;18,1389;4,259;17;5;1;5;5;1;6;0;1;0;4
922;07.06.2026;13:01;88;1742;14,6667;15,5;да;14,5556;3,8152;20;8;4;2;1;5;6;0;1;1;1
923;07.06.2026;14:01;67;1772;11,1667;9;да;29,8056;5,4595;19;4;3;3;1;5;6;0;0;3;4
924;07.06.2026;15:01;63;1767;10,5;9;да;42,5833;6,5256;20;2;5;1;2;4;6;0;1;0;3
925;07.06.2026;16:01;92;1756;15,3333;17,5;да;24,5556;4,9554;20;5;4;2;2;4;6;0;0;0;1
926;07.06.2026;17:01;41;1789;6,8333;6,5;да;25,1389;5,0139;14;1;3;3;3;2;6;0;3;1;4
927;07.06.2026;18:01;72;1776;12;14;да;45;6,7082;19;3;4;2;2;4;6;0;2;1;2
928;07.06.2026;19:01;77;1767;12,8333;13;нет;6,4722;2,5441;17;9;3;3;2;4;6;0;0;1;2
929;07.06.2026;20:01;79;1759;13,1667;13;да;23,8056;4,8791;19;8;3;3;2;4;6;0;0;1;3
930;07.06.2026;21:01;70;1760;11,6667;12,5;нет;30,5556;5,5277;20;3;2;4;3;3;6;0;2;0;3
